Пол,Фамилия,Имя,Отчество
1,Бухтеев,Яков,Валентинович
1,Кацаев,Владимир,Юрьевич
1,Щемелев,Василий,Дамирович
1,Гетман,Петр,Ярославович
1,Васнецов,Владимир,Андреевич
1,Радилов,Вадим,Денисович
1,Беляцкин,Егор,Анатольевич
1,Ирматов,Валентин,Андреевич
1,Чичерин,Владимир,Яковлев
1,Борисяк,Альберт,Тимурович
1,Чаплыгин,Виталий,Станиславович
1,Емченко,Михаил,Аркадьевич
1,Клепцов,Иван,Георгиевич
1,Дедюнин,Иван,Александрович
1,Дедюкин,Петр,Владиславович
1,Игнасенков,Герман,Дмитриевич
1,Фалалеев,Егор,Тимофеевич
1,Чернопуп,Семен,Анатольевич
1,Семков,Никита,Геннадьевич
1,Шмидтов,Семен,Германович
1,Тергукасов,Марсель,Леонидович
1,Патрикеев,Марат,Васильевич
1,Сембинов,Ильдар,Олегович
1,Ерченко,Руслан,Вадимович
1,Квактун,Аркадий,Степанович
1,Галиченин,Егор,Валентинович
1,Сеславинский,Виктор,Михаилович
1,Новоженов,Альберт,Егорович
1,Пищулев,Филипп,Антонович
1,Чепрасов,Роберт,Тимурович
1,Бучный,Игорь,Ильдарович
1,Фирюбин,Андрей,Аркадьевич
1,Рыбченко,Рамиль,Марселевич
1,Самыловский,Петр,Дмитриевич
1,Червинский,Павел,Ильдарович
1,Сеньков,Эдуард,Яковлев
1,Шульгинский,Марсель,Валентинович
1,Лужин,Вадим,Викторович
1,Голдырев,Рамиль,Борисович
1,Авдусин,Михаил,Федорович
1,Халезов,Сергей,Денисович
1,Козачковский,Марсель,Иванович
1,Машенков,Максим,Васильевич
1,Бахтуров,Виталий,Филиппович
1,Муханкин,Анатолий,Маратович
1,Алелюхин,Радик,Кириллович
1,Челомбитько,Леонид,Борисович
1,Борецкий,Альберт,Геннадьевич
1,Карабулин,Яков,Альбертович
1,Мордашев,Ян,Николаевич
1,Корнюхин,Тимофей,Игоревич
1,Чубенко,Вячеслав,Артемович
1,Демашин,Роман,Павлович
1,Мариюшкин,Тимур,Эдуардович
1,Кожинов,Дмитрий,Янович
1,Абдураманов,Егор,Петрович
1,Нехорошков,Евгений,Владиславович
1,Скрыпников,Марат,Георгиевич
1,Овсяник,Ян,Вячеславович
1,Акульшин,Игорь,Владимирович
1,Смиртюков,Филипп,Артурович
1,Бублий,Рамиль,Денисович
1,Деревянский,Алексей,Валентинович
1,Дерик,Илья,Андреевич
1,Тынчеров,Эдуард,Игоревич
1,Мустаев,Эдуард,Эдуардович
1,Поддуев,Иван,Григорьевич
1,Ягольников,Вадим,Яковлев
1,Ботаногов,Борис,Эдуардович
1,Кундурушкин,Вадим,Евгеньевич
1,Сонин,Степан,Глебович
1,Чеченин,Альберт,Антонович
1,Василенко,Герман,Артемович
1,Климушев,Георгий,Михаилович
1,Лобков,Виталий,Леонидович
1,Газарян,Артур,Игоревич
1,Чариков,Радик,Яковлев
1,Герасименко,Максим,Артурович
1,Валишевский,Ринат,Владиславович
1,Бобарыков,Василий,Дмитриевич
1,Петухин,Федор,Вячеславович
1,Ергиев,Радик,Георгиевич
1,Агафиев,Эдуард,Никитович
1,Белик,Глеб,Яковлев
1,Уральских,Семен,Валерьевич
1,Ерошевский,Роберт,Германович
1,Чоботов,Николай,Альбертович
1,Хатаженков,Филипп,Михаилович
1,Мирецкий,Артур,Данилович
1,Бород,Вячеслав,Максимович
1,Плахотников,Тимофей,Игоревич
1,Якимычев,Руслан,Васильевич
1,Бравчук,Семен,Борисович
1,Чиков,Эдуард,Игоревич
1,Фурманков,Павел,Геннадьевич
1,Гупало,Алексей,Андреевич
1,Дмитровский,Станислав,Радикович
1,Заморов,Михаил,Никитович
1,Кальчук,Кирилл,Романович
1,Ивонов,Петр,Анатольевич
1,Парфиров,Геннадий,Филиппович
1,Кудин,Вадим,Радикович
1,Самосудов,Герман,Ильич
1,Цапин,Борис,Егорович
1,Данилейко,Эдуард,Борисович
1,Петровичев,Филипп,Вадимович
1,Савицкий,Василий,Ярославович
1,Кайданов,Константин,Марселевич
1,Адырбеков,Илья,Вадимович
1,Хлысталов,Тимур,Степанович
1,Шумин,Станислав,Борисович
1,Федорков,Вячеслав,Георгиевич
1,Ляховец,Эдуард,Никитович
1,Абзалов,Рамиль,Русланович
1,Лабудин,Алексей,Радикович
1,Пожарский,Марат,Михаилович
1,Тягачев,Владимир,Станиславович
1,Тунин,Марсель,Денисович
1,Кагадеев,Михаил,Филиппович
1,Мякотин,Евгений,Семенович
1,Карбышев,Вячеслав,Никитович
